"Zone" "Ward" "Area" "Location" "Street" "Cases" "importDate"
"236" 4 38 "Tondiarpet" "Nethaji Nagar" "Nethaji Nagar 4th Street" 1 2021-05-03
"237" 4 38 "Tondiarpet" "sundharam pillai Nagar" "Sundaram Nagar 4th St" 1 2021-05-03
"238" 4 38 "Tondiarpet" "Tondiarpet" "C.I.S.F QUERTERS" 1 2021-05-03
"239" 4 38 "Tondiarpet" "sundharam pillai Nagar" "Sundaram Nagar 3rd  St" 1 2021-05-03
"240" 4 38 "Tondiarpet" "Patel Nagar" "Patel Nagar 1st St" 1 2021-05-03
"241" 4 38 "Tondiarpet" "Prince village phase 1,2" "Ellaya street" 1 2021-05-03
"242" 4 39 "New Washermen Pet" "New Washermen Pet" "Arunachala Easwarar Koil Street" 2 2021-05-03
"243" 4 39 "New Washermen Pet" "Cherian Nagar" "Washer Varadappa M St" 1 2021-05-03
"244" 4 39 "New Washermen Pet" "New Washermen Pet" "K.K.Scheme Road M.P.T Qts" 1 2021-05-03
"245" 4 39 "New Washermen Pet" "Cherian Nagar" "Poondi Thangammal Street" 1 2021-05-03
"246" 4 39 "New Washermen Pet" "Cherian Nagar" "Irusappa M Street" 1 2021-05-03
"247" 4 39 "New Washermen Pet" "Cherian Nagar" "Market Farm 3rd Lane" 1 2021-05-03
"248" 4 40 "Tondiarpet" "Tondiarpet" "Vaidhayanadhan Service Lane North" 2 2021-05-03
"249" 4 40 "Tondiarpet" "Corporation Colony" "Corporation Colony 1st Street" 2 2021-05-03
"250" 4 40 "Tondiarpet" "Tondiarpet" "Vaidhayanadhan Service Lane South" 2 2021-05-03
"251" 4 40 "Tondiarpet" "Jeeva Nagar" "A.A.Scheme Road" 1 2021-05-03
"252" 4 40 "Tondiarpet" "Tondiarpet" "V.O.C. NAGAR  MARKET STREET" 1 2021-05-03
"253" 4 40 "Tondiarpet" "Jeeva Nagar" "Jeeva Nagar Main Road" 1 2021-05-03
"254" 4 40 "Tondiarpet" "Jeeva Nagar" "Gandhi Nagar" 1 2021-05-03
"255" 4 40 "Tondiarpet" "Jeeva Nagar" "Dr. Ambedkar Nagar Huts" 1 2021-05-03
"256" 4 40 "Tondiarpet" "Tondiarpet" "V.O.C NAGAR MEENAVAR TENEMENT" 1 2021-05-03
"257" 4 40 "Tondiarpet" "Jeeva Nagar" "L.I.G 3rd Lane" 1 2021-05-03
"258" 4 41 "Korukkupet" "Kumaran Nagar" "Kumaran Nagar 2nd Street" 2 2021-05-03
"259" 4 41 "Korukkupet" "Korukkupet" "Drivers Colony Road" 2 2021-05-03
"260" 4 41 "Kodungaiyur" "Chandra Sekar Nagar" "Manali Salai Part Chandra Sekar Nagar" 1 2021-05-03
"261" 4 41 "Korukkupet" "Thiruvalluvar Nagar" "Thiruvalluvar Nagar, 2nd Street" 1 2021-05-03
"262" 4 41 "Korukkupet" "Thiruvalluvar Nagar" "Thiruvalluvar Nagar, Ist Street" 1 2021-05-03
"263" 4 41 "Korukkupet" "J.J.Nagar" "J.J. Nagar, D Street," 1 2021-05-03
"264" 4 41 "Kodungaiyur" "Chandra Sekar Nagar" "Chandra Sekar Nagar 5th Street" 1 2021-05-03
"265" 4 41 "Korukkupet" "J.J.Nagar" "J.J. Nagar, A1 Street," 1 2021-05-03
"266" 4 41 "Kodungaiyur" "M.G.R.Nagar" "M.G.R. Nagar,  6th Street" 1 2021-05-03
"267" 4 41 "Korukkupet" "Devi Karumari Amman Nagar" "Devi Karumari Amman Nagar 6th Street" 1 2021-05-03
"268" 4 41 "Korukkupet" "Anna Nagar" "Trichy Chinnasamy Street Anna Nagar" 1 2021-05-03
"269" 4 42 "Tondiarpet" "Tondiarpet" "Thiruvetriyur High Road" 1 2021-05-03
"270" 4 42 "Tondiarpet" "Tondiarpet" "Irataikuzhi Street" 1 2021-05-03
"271" 4 42 "Tondiarpet" "Tondiarpet" "T Sunami  Thilagar Nagar G Blocks  CC Road" 1 2021-05-03
"272" 4 42 "Tondiarpet" "Tondiarpet" "Seniamman Koil Scb Quarters 7th Lane" 1 2021-05-03
"273" 4 42 "Tondiarpet" "Krishnappa Thottam" "Krishnappa Thottam 2nd Street" 1 2021-05-03
"274" 4 42 "Old Washermenpet" "Manali Chinnaiya Thottam" "Manali Chinnaiya Thottam 3rd Street" 1 2021-05-03
"275" 4 42 "Tondiarpet" "Tondiarpet" "Ilaiya LaneSamiyar Thottam" 1 2021-05-03
"276" 4 42 "Old Washermenpet" "Old Washermenpet" "Kothandaraman Lane" 1 2021-05-03
"277" 4 43 "Royapuram" "Kasimedu" "Pallavan Nagar 2nd  Street" 1 2021-05-03
"278" 4 43 "Royapuram" "Kashima Nagar" "Kashima Nagar 3rd Street" 1 2021-05-03
"279" 4 44 "Vyasarpadi" "Kamaraj Nagar" "Asiriyar Street" 1 2021-05-03
"280" 4 44 "Perambur" "Nelvayal Nagar" "Subramani Street" 1 2021-05-03
"281" 4 44 "Vyasarpadi" "Periyar Nagar" "Udayasuriyan Street" 1 2021-05-03
"282" 4 46 "Vyasarpadi" "Vyasarpadi" "Ponnappan Street" 2 2021-05-03
"283" 4 46 "Vyasarpadi" "Vyasarpadi" "Erukancheri High Road" 1 2021-05-03
"284" 4 46 "Vyasarpadi" "Vyasarpadi" "Muthu Street" 1 2021-05-03
"285" 4 46 "Vyasarpadi" "B kalayanapuram" "B kalayanapuram 2nd Street" 1 2021-05-03
"286" 4 46 "Vyasarpadi" "Vyasarpadi" "Moorthingar Street" 1 2021-05-03
"287" 4 48 "Old Washermenpet" "Old Washermenpet" "Inspector Subrayalu Street" 2 2021-05-03
"288" 4 48 "Old Washermenpet" "Old Washermenpet" "Arani Gangan Street" 2 2021-05-03
"289" 4 48 "Old Washermenpet" "Old Washermenpet" "Avadanam Ramasamy" 2 2021-05-03
"290" 4 48 "Old Washermenpet" "T.H.Road" "Shanmugarayan Street" 1 2021-05-03
"291" 4 48 "Old Washermenpet" "Parthasarathy Nagar" "Parthasarathi  6th Lane" 1 2021-05-03
"292" 4 48 "Old Washermenpet" "Cemetry Road" "Chooresan Street" 1 2021-05-03
"293" 4 48 "Old Washermenpet" "Old Washermenpet" "Sundara Vinayagar Koil" 1 2021-05-03
"294" 4 48 "Old Washermenpet" "Cemetry Road" "Valluvan Street" 1 2021-05-03
"295" 4 48 "Old Washermenpet" "Old Washermenpet" "Basuvaian  Street" 1 2021-05-03
"296" 4 48 "Old Washermenpet" "T.H.Road" "Nallappa Vathiyar Street" 1 2021-05-03
"297" 4 48 "Old Washermenpet" "Korukkupet" "Thiruvetriyur High Road" 1 2021-05-03
"298" 4 48 "Old Washermenpet" "Cemetry Road" "West Cemetry Street" 1 2021-05-03
"299" 5 49 "Old Washermenpet" "Old Washermenpet" "Sanjeevarayan Koil Street" 2 2021-05-03
"300" 5 49 "Old Washermenpet" "Old Washermenpet" "Thandavarayan Mudali Street" 1 2021-05-03
"301" 5 49 "Old Washermenpet" "Old Washermenpet" "Adam Shaip Street" 1 2021-05-03
"302" 5 49 "Old Washermenpet" "Old Washermenpet" "Lawyer Chinnathambi Street" 1 2021-05-03
"303" 5 49 "Old Washermenpet" "Old Washermenpet" "Rajagopal Naidu Street" 1 2021-05-03
"304" 5 49 "Old Washermenpet" "Old Washermenpet" "Venkatachala Naiken Street" 1 2021-05-03
"305" 5 49 "Old Washermenpet" "Somu Chetty Thottam" "Somu Chetty Thottam 4th Lane" 1 2021-05-03
"306" 5 49 "Old Washermenpet" "Old Washermenpet" "Guruvappa Chetty Street" 1 2021-05-03
"307" 5 49 "Old Washermenpet" "Old Washermenpet" "Kothandaraman Lane" 1 2021-05-03
"308" 5 49 "Old Washermenpet" "Old Washermenpet" "Srirangammal Street" 1 2021-05-03
"309" 5 49 "Old Washermenpet" "Gollavar Agraharam" "Gollavar Agraharam 8th Lane Alias P.A.N Rajarathinam Salai 8th Lane" 1 2021-05-03
"310" 5 50 "Royapuram" "Royapuram" "Manarsamy Koil Street" 2 2021-05-03
"311" 5 50 "Royapuram" "Royapuram" "Venkatesa Naiken 3rd Lane" 1 2021-05-03
"312" 5 50 "Royapuram" "Royapuram" "Badhala Vigneshwarar Koil Street" 1 2021-05-03
"313" 5 50 "Royapuram" "Royapuram" "Thandava Murthy Street" 1 2021-05-03
"314" 5 50 "Royapuram" "Royapuram" "Thiruvenkata Naiken Street" 1 2021-05-03
"315" 5 50 "Royapuram" "Jeevarathinam Colony" "Jeevarathinam Colony Second Street" 1 2021-05-03
"316" 5 50 "Royapuram" "Royapuram" "East Madha Chruch Street" 1 2021-05-03
"317" 5 50 "Royapuram" "Jeevarathinam Colony" "Jeevarathinam Colony Third Street" 1 2021-05-03
"318" 5 50 "Royapuram" "Corporation Colony" "Corporation Colony 1 Th Street" 1 2021-05-03
"319" 5 50 "Royapuram" "Royapuram" "North Madha Chruch Street" 1 2021-05-03
"320" 5 50 "Royapuram" "Royapuram" "Bazaar street" 1 2021-05-03
"321" 5 51 "Old Washermenpet" "Old Washermenpet" "Cementry Road" 2 2021-05-03
"322" 5 51 "Old Washermenpet" "Old Washermenpet" "Narayanappa  Naiken 7th Lane" 2 2021-05-03
"323" 5 51 "Old Washermenpet" "Old Washermenpet" "Kalingarayan Street" 2 2021-05-03
"324" 5 51 "Old Washermenpet" "Old Washermenpet" "West Cementry Road" 1 2021-05-03
"325" 5 51 "Old Washermenpet" "Old Washermenpet" "Housing Borad" 1 2021-05-03
"326" 5 51 "Old Washermenpet" "Old Washermenpet" "Narayanappa Naiken Street" 1 2021-05-03
"327" 5 51 "Old Washermenpet" "Old Washermenpet" "Manikandan 1st Lane" 1 2021-05-03
"328" 5 51 "Old Washermenpet" "Old Washermenpet" "East Cemetery Burial Ground Hutting And East Cemetry Road Tnscb TenementsA To L Blocks Area" 1 2021-05-03
"329" 5 52 "Royapuram" "Model Nagar" "Model Line 1st Lane" 2 2021-05-03
"330" 5 52 "Royapuram" "Brandan Garden" "B.C Press Road" 2 2021-05-03
"331" 5 52 "Royapuram" "Old Slaughter House Road" "Anjaneya Nagar 3rd Lane" 1 2021-05-03
"332" 5 52 "Royapuram" "Royapuram" "Nagathal Koil Street" 1 2021-05-03
"333" 5 52 "Royapuram" "Royapuram" "Ramanaicken Street" 1 2021-05-03
"334" 5 52 "Old Washermenpet" "Old Washermenpet" "Rabinson Park Colony" 1 2021-05-03
"335" 5 52 "Mint" "Old Washermenpet" "Dhakshina Murthy Koil Street" 1 2021-05-03
"336" 5 52 "Old Washermenpet" "Old Washermenpet" "Jagannathan Street" 1 2021-05-03
"337" 5 53 "Old Washermenpet" "Mint Modern City" "Mint Modern City 3rd Cross Lane" 1 2021-05-03
"338" 5 53 "Old Washermenpet" "Parasuram" "Parasuram  3rd Lane" 1 2021-05-03
"339" 5 53 "Old Washermenpet" "Old Washermenpet" "New Pensioner 3rd Street" 1 2021-05-03
"340" 5 53 "Basin Bridge" "Basin Bridge" "Kathpada Labour New Lane  East" 1 2021-05-03
"341" 5 54 "Kondithoppu" "Vallalar Nagar" "Bashyakaralu Street" 2 2021-05-03
"342" 5 54 "Sowcarpet" "Sowcarpet" "Mint Street" 2 2021-05-03
"343" 5 54 "Kondithoppu" "Vallalar Nagar" "Kannaiya Naidu Street" 2 2021-05-03
"344" 5 54 "Sowcarpet" "Sowcarpet" "Nallanan Street" 1 2021-05-03
"345" 5 54 "Kondithoppu" "Kondithoppu" "Krishnappa Tank Street" 1 2021-05-03
"346" 5 54 "Kondithoppu" "Vallalar Nagar" "Pattabiraman Street" 1 2021-05-03
"347" 5 54 "Kondithoppu" "Kondithoppu" "Krishnappa Agraharam" 1 2021-05-03
"348" 5 54 "Kondithoppu" "Vallalar Nagar" "Perumal Street" 1 2021-05-03
"349" 5 54 "Kondithoppu" "Vallalar Nagar" "Venku Ayer Street" 1 2021-05-03
"350" 5 54 "Kondithoppu" "Vallalar Nagar" "Venkataraman Street" 1 2021-05-03
"351" 5 54 "Kondithoppu" "Vallalar Nagar" "Rangapillai Garden Street" 1 2021-05-03
"352" 5 54 "Sowcarpet" "Perumal Koil Garden" "Perumal Koil Garden 6th Lane" 1 2021-05-03
"353" 5 55 "George Town" "Seven Wells" "Veerasami Street" 2 2021-05-03
"354" 5 55 "George Town" "Seven Wells" "Porchguese Church Street" 2 2021-05-03
"355" 5 55 "George Town" "Seven Wells" "Nattu Pillaiyar  Koil Street" 2 2021-05-03
"356" 5 55 "George Town" "Seven Wells" "Nagamani Garden  Street" 1 2021-05-03
"357" 5 55 "George Town" "Seven Wells" "Periyannan Street" 1 2021-05-03
"358" 5 55 "George Town" "Seven Wells" "Kutty Street" 1 2021-05-03
"359" 5 55 "George Town" "George Town" "Davidson Street" 1 2021-05-03
"360" 5 55 "George Town" "Seven Wells" "Paramananda Street" 1 2021-05-03
"361" 5 55 "George Town" "Seven Wells" "Mangammal Street" 1 2021-05-03
"362" 5 55 "George Town" "Seven Wells" "Seven Wells Street" 1 2021-05-03
"363" 5 55 "George Town" "Seven Wells" "Sadaiyappa Street" 1 2021-05-03
"364" 5 56 "George Town" "Broadway" "Portguese Church 5nd Lane street" 2 2021-05-03
"365" 5 56 "George Town" "Muthial Pet" "Salai Vinayakar Koil 2nd Lane" 2 2021-05-03
"366" 5 56 "George Town" "Broadway" "Francis Tourin Street" 2 2021-05-03
"367" 5 56 "George Town" "Muthial Pet" "Chenganzhuneer Pillaiyar Koil Street Alias New Street" 1 2021-05-03
"368" 5 56 "George Town" "Broadway" "Prakasham Salai" 1 2021-05-03
"369" 5 56 "George Town" "Muthial Pet" "Ramasamy Street" 1 2021-05-03
"370" 5 56 "George Town" "Broadway" "Madurai Vasal Lane" 1 2021-05-03
"371" 5 57 "Sowcarpet" "Kothaval Chavadi" "Kanthappa Chetty Street" 2 2021-05-03
"372" 5 57 "Sowcarpet" "Kothaval Chavadi" "Anna Pillai Street" 2 2021-05-03
"373" 5 57 "Sowcarpet" "Voc Nagar" "Ramanan Street" 2 2021-05-03
"374" 5 57 "Sowcarpet" "Kothaval Chavadi" "Strotten Muthaiya Street" 1 2021-05-03
"375" 5 57 "Sowcarpet" "Voc Nagar" "Ela Kandhappan  Street" 1 2021-05-03
"376" 5 57 "Sowcarpet" "Voc Nagar" "Kandappa Street" 1 2021-05-03
"377" 5 57 "Sowcarpet" "Kothaval Chavadi" "Acharappan Street" 1 2021-05-03
"378" 5 57 "Sowcarpet" "Kothaval Chavadi" "Chinnathambi Chetty Street" 1 2021-05-03
"379" 5 57 "Sowcarpet" "Voc Nagar" "Venkatsamy Lane" 1 2021-05-03
"380" 5 58 "Purasaiwakkam" "Purasaiwakkam" "Valluvan Street" 2 2021-05-03
"381" 5 58 "Purasaiwakkam" "Purasaiwakkam" "Clemens Road" 2 2021-05-03
"382" 5 58 "Choolai" "Choolai" "Arani Muthu Street" 2 2021-05-03
"383" 5 58 "Periamet" "Periamet" "Eakambara Kumaraguru Street" 2 2021-05-03
"384" 5 58 "Vepery" "Vepery" "Jermaiah Road" 2 2021-05-03
"385" 5 58 "Vepery" "Vepery" "Vepery Chruch Road" 1 2021-05-03
"386" 5 58 "Choolai" "Salt Cotaurs" "Elephant Gate Road" 1 2021-05-03
"387" 5 58 "Purasaiwakkam" "Purasaiwakkam" "Vaikakkaran Street" 1 2021-05-03
"388" 5 58 "Purasaiwakkam" "Purasaiwakkam" "Letangs Road" 1 2021-05-03
"389" 5 58 "Choolai" "Choolai" "Maddox Street" 1 2021-05-03
"390" 5 58 "Choolai" "Choolai" "Venkatachalam Street" 1 2021-05-03
"391" 5 58 "Choolai" "Choolai" "Kalathiyappa Street" 1 2021-05-03
"392" 5 58 "Vepery" "Periamet" "Woothukattan Street" 1 2021-05-03
"393" 5 58 "Vepery" "Periamet" "Navel Hospital Road 7th Lane" 1 2021-05-03
"394" 5 58 "Vepery" "Vepery" "Vepery High Road" 1 2021-05-03
"395" 5 58 "Periamet" "Periamet" "Samy Mudali Street" 1 2021-05-03
"396" 5 58 "Vepery" "Periamet" "Thriuvengadam Street" 1 2021-05-03
"397" 5 58 "Choolai" "Choolai" "Avadhana Papaier Road" 1 2021-05-03
"398" 5 58 "Vepery" "Vepery" "Ariyan Lane" 1 2021-05-03
"399" 5 58 "Choolai" "Choolai" "Samy Pillai Street" 1 2021-05-03
"400" 5 58 "Vepery" "Vepery" "Mahaveer Colony" 1 2021-05-03
"401" 5 58 "Purasaiwakkam" "Purasaiwakkam" "Mookathal  Street" 1 2021-05-03
"402" 5 59 "Edapalayam" "Edapalayam" "Evr Salai" 2 2021-05-03
"403" 5 59 "Edapalayam" "Edapalayam" "Edapalayam Street" 1 2021-05-03
"404" 5 59 "Chepauk" "Chepauk" "Thayar Street" 1 2021-05-03
"405" 5 59 "Edapalayam" "Edapalayam" "Mint Street" 1 2021-05-03
"406" 5 60 "V.O.C Nagar" "Clive Battery" "Adiya Paadham Street" 1 2021-05-03
"407" 5 60 "Parrys" "Parrys" "Annai Sathya Nagar B block" 1 2021-05-03
"408" 5 60 "V.O.C Nagar" "Mannady" "Moottaikaran  Street" 1 2021-05-03
"409" 5 60 "George Town" "George Town" "Singanna Naicken Street" 1 2021-05-03
"410" 5 60 "V.O.C Nagar" "Clive Battery" "Narayana Sarang Thottam Street" 1 2021-05-03
"411" 5 60 "George Town" "George Town" "Mannadi Street" 1 2021-05-03
"412" 5 60 "V.O.C Nagar" "Mannady" "Moore Street" 1 2021-05-03
"413" 5 61 "Pudupet" "Pudupet" "Longs Garden Road" 2 2021-05-03
"414" 5 61 "Egmore" "Egmore" "Sait Colony 2nd Street" 2 2021-05-03
"415" 5 61 "Pudupet" "Pudupet" "Thiruvengadam Street" 2 2021-05-03
"416" 5 61 "Egmore" "Egmore" "Gengu  R  I Stree Lane" 2 2021-05-03
"417" 5 61 "Egmore" "Egmore" "Montieth Road" 2 2021-05-03
"418" 5 61 "Pudupet" "Pudupet" "Thulasingam Street" 1 2021-05-03
"419" 5 61 "Egmore" "Egmore" "Shiyali Street" 1 2021-05-03
"420" 5 61 "Pudupet" "Pudupet" "Ayyasamy Street" 1 2021-05-03
"421" 5 61 "Egmore" "Egmore" "Gengu  R  Ii Stree Lane" 1 2021-05-03
"422" 5 61 "Egmore" "Egmore" "Aravamudu Garden" 1 2021-05-03
"423" 5 61 "Egmore" "Egmore" "Police Commissioner Office Road" 1 2021-05-03
"424" 5 61 "Egmore" "Egmore" "Marshall Road" 1 2021-05-03
"425" 5 61 "Egmore" "Egmore" "Casa Major Road Non - Brr" 1 2021-05-03
"426" 5 61 "Egmore" "Egmore" "Gandhi Irwin Road" 1 2021-05-03
"427" 5 61 "Egmore" "Egmore" "Egmore High Road" 1 2021-05-03
"428" 5 61 "Egmore" "Egmore" "Montieth Lane" 1 2021-05-03
"429" 5 62 "Chindatripet" "Chindatripet" "Agraharam Street" 2 2021-05-03
"430" 5 62 "Chindatripet" "Chindatripet" "Venkatesa G Street" 1 2021-05-03
"431" 5 62 "Chindatripet" "Chindatripet" "Swamy N Street" 1 2021-05-03
"432" 5 62 "Chindatripet" "Chindatripet" "Washerman Street" 1 2021-05-03
"433" 5 62 "Chindatripet" "Chindatripet" "St. Lazar Chruch Street" 1 2021-05-03
"434" 5 62 "Chindatripet" "Chindatripet" "Koillur Amman Koil Street" 1 2021-05-03
"435" 5 62 "Chindatripet" "Chindatripet" "Devaraj S Lane" 1 2021-05-03
"436" 5 62 "Chindatripet" "Chindatripet" "Rajagopal N Street" 1 2021-05-03
"437" 5 63 "Pudupet" "Pudupet" "Narayanan Naicken Street" 2 2021-05-03
"438" 5 63 "Chepauk" "Anna Salai" "General Partters Lane" 1 2021-05-03
"439" 5 63 "Royapettah" "Royapettah" "CHELLA PILLAIYAR KOIL STREET" 1 2021-05-03
"440" 5 63 "Chepauk" "Anna Salai" "Syed Noor Street" 1 2021-05-03
"441" 5 63 "Pudupet" "Pudupet" "Syful Mulk Street" 1 2021-05-03
"442" 5 63 "Chepauk" "Anna Salai" "Boobegum 2nd Street" 1 2021-05-03
"443" 6 64 "Kolathur" "Lakshmi Amman Koil" "Lakshmiamman Koil Street" 2 2021-05-03
"444" 6 64 "Kolathur" "Poompuhar Nagar" "Poompuhar Nagar 7th Cross Street" 2 2021-05-03
"445" 6 64 "Kolathur" "Poompuhar Nagar" "Poompuhar Nagar Iv Street" 2 2021-05-03
"446" 6 64 "Kolathur" "Kolathur" "Kamaraj Nagar" 2 2021-05-03
"447" 6 64 "Kolathur" "Lakshmi Nagar" "Lakshmi Nagar 2nd Street" 2 2021-05-03
"448" 6 64 "Kolathur" "Siva Sakthi Nagar" "Siva Sakthi Nagar Iii Street" 2 2021-05-03
"449" 6 64 "Perambur" "Nelvayal Nagar" "Subramani Street" 2 2021-05-03
"450" 6 64 "Kolathur" "Poompuhar Nagar" "Poompuhar Nagar 25th Street" 2 2021-05-03
"451" 6 64 "Kolathur" "Anjugam Nagar" "Anjugam Nagar West Main Road" 2 2021-05-03
"452" 6 64 "Kolathur" "Anjugam Nagar" "Anjugam Nagar 11th I C/S. Street" 2 2021-05-03
"453" 6 64 "Kolathur" "Poompuhar Nagar" "Poompuhar Nagar Iii Street" 2 2021-05-03
"454" 6 64 "Kolathur" "Somanathapuram" "Somanathapuram Iii Street" 1 2021-05-03
"455" 6 64 "Kolathur" "Nermai Nagar" "Nermai Nagar Ii Street" 1 2021-05-03
"456" 6 64 "Kolathur" "Thirupathi Nagar Extn" "Thirupathy Nagar Extn. Bharathi St" 1 2021-05-03
"457" 6 64 "Kunnur" "Murugan Nagar" "Murugan Nagar Ii Main Road" 1 2021-05-03
"458" 6 64 "Kolathur" "Kolathur Colony" "Kolathur Colony Bajanaikoil Street" 1 2021-05-03
"459" 6 64 "Kolathur" "Rajan Nagar" "Rajan Nagar I Street" 1 2021-05-03
"460" 6 64 "Kolathur" "Lakshmi Nagar" "Lakshmi Nagar 1st Street" 1 2021-05-03
"461" 6 64 "Kolathur" "Poompuhar Nagar" "Poompuhar Nagar I Main Road" 1 2021-05-03
"462" 6 64 "Kolathur" "Poompuhar Nagar" "Poompuhar Nagar 7th Street" 1 2021-05-03
"463" 6 64 "Kolathur" "Anjugam Nagar" "Anjugam Nagar Iii C/S. Street" 1 2021-05-03
"464" 6 64 "Kolathur" "Velmurugan Nagar" "Velmurugan Nagar Iv Street" 1 2021-05-03
"465" 6 64 "Kolathur" "Thenpalani Nagar" "Thiruvallur Street Thenpalani Nagar" 1 2021-05-03
"466" 6 64 "Kolathur" "Anjugam Nagar" "Anjugam Nagar I Main Cross Road" 1 2021-05-03
"467" 6 64 "Kolathur" "Yamuna Nagar" "Yamuna Nagar I Street" 1 2021-05-03
"468" 6 64 "Kolathur" "Vasantham Nagar" "Vasantham Nagar Ii Street" 1 2021-05-03
"469" 6 64 "Kolathur" "Thirupathi Nagar Extn" "Golden Avenue Thirupathi Nagar" 1 2021-05-03
"470" 6 64 "Kolathur" "Ambedkar Nagar" "Dr. Ambedkar Nagar 2nd Street" 1 2021-05-03
"471" 6 64 "Kolathur" "Mangali Neethiman Nagar" "Mangali Neethimaan I Street" 1 2021-05-03
"472" 6 64 "Kolathur" "Kaveri Nagar" "Kaveri Nagar Ii Street" 1 2021-05-03
"473" 6 64 "Kolathur" "Shanthi Nagar" "Shanthi Nagar V Street" 1 2021-05-03
"474" 6 64 "Kolathur" "Siva Sakthi Nagar" "Siva Sakthi Nagar Iv Street" 1 2021-05-03
"475" 6 64 "Kolathur" "Thenpalani Nagar" "Kaithemilath Street Thenpalani Nagar" 1 2021-05-03
"476" 6 64 "Kolathur" "Vasantham Nagar" "Vasantham Nagar Iii Street" 1 2021-05-03
"477" 6 64 "Kolathur" "K.S.Nagar" "K.S. Nagar Ii Street" 1 2021-05-03
"478" 6 64 "Kolathur" "Poompuhar Nagar" "Poompuhar Nagar Ii Main Road" 1 2021-05-03
"479" 6 64 "Kolathur" "Rajarajeswari Nagar" "Rajarajeswari Nagar I Street" 1 2021-05-03
"480" 6 65 "Perambur" "Perambur" "Vadivelu Street" 2 2021-05-03
"481" 6 66 "Peravallur" "Periyar Nagar" "Periyar Nagar 2nd Street" 2 2021-05-03
"482" 6 66 "Peravallur" "Sakthivel Nagar" "Sakthivel Nagar 1st Cross Street" 2 2021-05-03
"483" 6 66 "Peravallur" "Kumaran Nagar" "Kumaran Nagar 1st Cross Street" 2 2021-05-03
"484" 6 66 "Peravallur" "Vetri Nagar" "Kuppusamy Street" 2 2021-05-03
"485" 6 66 "Peravallur" "Periyar Nagar" "Periyar Nagar 10th Street" 2 2021-05-03
"486" 6 66 "Peravallur" "Vetri Nagar" "Chandran Street" 2 2021-05-03
"487" 6 66 "Kolathur" "Kolathur" "Redhills Road" 1 2021-05-03
"488" 6 66 "Peravallur" "Sakthivel Nagar" "SCHOOL ROAD" 1 2021-05-03
"489" 6 66 "Peravallur" "S.R.P.Colony" "S.R.P.Colony 2nd Street" 1 2021-05-03
"490" 6 66 "Peravallur" "Jawahar Nagar" "Jawahar Nagar 5th Main Road" 1 2021-05-03
"491" 6 66 "Peravallur" "Periyar Nagar" "Karthikeyan  Salai" 1 2021-05-03
"492" 6 66 "Peravallur" "Vetri Nagar" "Varadharajan Street" 1 2021-05-03
"493" 6 66 "Peravallur" "Lakshman Nagar" "Laksmanan Nagar Main Road" 1 2021-05-03
"494" 6 66 "Peravallur" "Vetri Nagar" "Andal Avenue 2nd Street" 1 2021-05-03
"495" 6 66 "Peravallur" "Jawahar Nagar" "Jawahar Nagar Temple Road 1st Cross Street" 1 2021-05-03
"496" 6 66 "Peravallur" "S.R.P.Colony" "S.R.P. Colony 10th Street" 1 2021-05-03
"497" 6 66 "Peravallur" "Periyar Nagar" "Venkatesan Salai" 1 2021-05-03
"498" 6 66 "Peravallur" "Jawahar Nagar" "Jawahar Nagar 1st Main Road" 1 2021-05-03
"499" 6 66 "Peravallur" "Periyar Nagar" "Periyar Nagar 6th Street" 1 2021-05-03
"500" 6 66 "Peravallur" "Vetri Nagar" "Karthick Street" 1 2021-05-03
"501" 6 66 "Peravallur" "Periyar Nagar" "Jaganathan Salai" 1 2021-05-03
"502" 6 66 "Peravallur" "Vetri Nagar" "Ayyalu Street" 1 2021-05-03
"503" 6 66 "Peravallur" "Periyar Nagar" "Periyar Nagar 8th Street" 1 2021-05-03
"504" 6 66 "Peravallur" "Vetri Nagar" "Kamaraj Nagar 3rd Street" 1 2021-05-03
"505" 6 66 "Peravallur" "Periyar Nagar" "Periyar Nagar 18th Street" 1 2021-05-03
"506" 6 66 "Peravallur" "Periyar Nagar" "Kandasamy Salai" 1 2021-05-03
"507" 6 66 "Peravallur" "Jawahar Nagar" "Jawahar Nagar 6th Main Road" 1 2021-05-03
"508" 6 66 "Peravallur" "S.R.P.Colony" "S.R.P.Colony 3rd Street" 1 2021-05-03
"509" 6 66 "Peravallur" "Peravallur" "Paper Mills Road" 1 2021-05-03
"510" 6 67 "Peravallur" "Agaram" "Chitharanjan Colony Pillayar Koil Street" 2 2021-05-03
"511" 6 67 "Peravallur" "Agaram" "Govarthana Doss Street" 2 2021-05-03
"512" 6 67 "Peravallur" "Agaram" "G K M GENERAL SOWTHIRI 16TH STREET" 2 2021-05-03
"513" 6 67 "Peravallur" "Agaram" "Srp Koil Street South" 2 2021-05-03
"514" 6 67 "Peravallur" "Agaram" "Sivakami Street" 1 2021-05-03
"515" 6 67 "Peravallur" "Agaram" "Loco Works Road" 1 2021-05-03
"516" 6 67 "Peravallur" "Agaram" "Rangasayee Street" 1 2021-05-03
"517" 6 67 "Peravallur" "Agaram" "Vanchinathan Main Street" 1 2021-05-03
"518" 6 67 "Peravallur" "Agaram" "Chitharanjan Colony Thiruvalluvar St. 2nd Street" 1 2021-05-03
